"CEindex","TotalExpLastQ"
1615,24200.5001
1616,19506.7501
1617,20036.05
1618,10751.7499
1619,8345.0001
1620,4934.3501
1621,13467.4998
1622,12036.75
1623,11743.1368
1624,13836.3367
1625,15944.5
1626,28119.4
1627,7695.0001
1628,6631.8
1629,7299
1630,59185.9001
1631,11319.2
1632,4856.4
1633,5510.5
1634,27309.2502
1635,11728.5
1636,962.75
1637,20368.4001
1638,3453.8
1639,8369.4999
1640,11208.8
1641,5302.25
1642,8909.4
1643,5875.6499
1644,3522.4
1645,14262.1001
1646,19771.4
1647,5553.2501
1648,10651.4998
1649,9519.2501
1650,14475.6501
1651,10112.5
1652,81237.6733
1653,17263
1654,36031.5001
1655,9132.25
1656,8956.7501
1657,9564.75
1658,4917.4
1659,6982
1660,22820
1661,13116.4
1662,6867.4
1663,4714.75
1664,5946.2501
1665,15698.6501
1666,2025.4
1667,48328.8001
1668,12320.7499
1669,5722.4
1670,7002.7001
1671,6179.4
1672,19355.25
1673,6848.5001
1674,17670.75
1675,11858.3999
1676,6688.0001
1677,15330.9501
1678,14279.2499
1679,10557.4867
1680,8588.9999
1681,653
1682,22427.2002
1683,8894.3999
1684,13166.9999
1685,14738.7501
1686,5716.75
1687,3853.4
1688,2165
1689,8287.2498
1690,35777.1368
1691,8462.2502
1692,3767.2499
1693,22263.5001
1694,16645.2501
1695,15194.1001
1696,6890.8
1697,25743.5499
1698,25096.85
1699,15847.9999
1700,6010
1701,15603.4001
1702,4084
1703,4814.15
1704,12826.6001
1705,18682.0001
1706,49242.8368
1707,19279.2
1708,6463
1709,3884.7501
1710,4433.4
1711,5977.0001
1712,6923.4
1713,6814
1714,5965.4001
1715,13032.6
1716,15721.4999
1717,33027.5866
1718,28150.5
1719,3393.2501
1720,23055.8001
1721,10234.2
1722,4306
1723,7303.0501
1724,5146
1725,9742.8
1726,30780.75
1727,10759.6
1728,14484.5
1729,16165.1
1730,12929.25
1731,18451.8
1732,15530.1499
1733,20400.8001
1734,19355.4
1735,15771.2499
1736,18778.8002
1737,7571
1738,7886.7499
1739,13915.9499
1740,6109.85
1741,12831.1501
1742,17450.7499
1743,12664.0001
1744,7170
1745,2366.0001
1746,4559.4
1747,4629.4
1748,7336.65
1749,5650.0001
1750,15425.25
1751,8206.7999
1752,8732.2501
1753,9120.2502
1754,2099.5001
1755,11498.75
1756,8102.4
1757,6102.4
1758,6763.4
1759,4020.4999
1760,11632.1001
1761,15512.1999
1762,13574.4999
1763,16795.3
1764,33238.7501
1765,17381.95
1766,31650.4001
1767,79223.9734
1768,7708.6501
1769,7762.8
1770,22641.5999
1771,48855.7499
1772,3958
1773,24787.5
1774,21024.8
1775,10554.7501
1776,1929.5999
1777,2125
1778,4462.95
1779,12675.75
1780,33643.5866
1781,39370.4
1782,27768.4501
1783,20713.2501
1784,63733.25
1785,2628.0001
1786,4510.8001
1787,18340.9501
1788,7633.0001
1789,12477.25
1790,11702.5
1791,12367.9998
1792,6858.3502
1793,4868.75
1794,4672.0001
1795,9068.7001
1796,5395.4
1797,6399.7501
1798,3344.2499
1799,13643.45
1800,24579.0001
1801,4702.2501
1802,2980.4
1803,26931.0001
1804,10611.5001
1805,6405.75
1806,8656
1807,5496.8
1808,9024.55
1809,15163.75
1810,63520.8427
1811,13834.4499
1812,15272.2502
1813,14714.7501
1814,23244.1001
1815,11762.7499
1816,7985.4999
1817,11888.75
1818,4952.75
1819,4427.9
1820,13892.45
1821,8470.2
1822,27992
1823,17475.5
1824,5413.6499
1825,49396.5
1826,15342.8
1827,7087.0001
1828,5302.2501
1829,2714.4
1830,43243.4
1831,17660.5501
1832,8357.3499
1833,9643.7001
1834,8089
1835,6384.5
1836,23722.8
1837,25159.4
1838,11864.0999
1839,27854.2112
1840,11458.7501
1841,29977.4999
1842,6453
1843,3966
1844,19375.2498
1845,4294.7499
1846,7686
1847,9319.7499
1848,42733.9001
1849,15263.5
1850,3822.4
1851,12104.2501
1852,16928.4998
1853,4699.5
1854,23999.0001
1855,6107.2001
1856,9323.4
1857,28585.3499
1858,7187.7501
1859,11332.5001
1860,17099.5001
1861,10678.0499
1862,7981.6499
1863,9350.3
1864,9483.95
1865,1870
1866,18865.4
1867,22073.0367
1868,9385.0501
1869,10722.5001
1870,6527.7499
1871,7127.8
1872,15540.8367
1873,12485
1874,4980
1875,6897.2501
1876,4769.5
1877,5580.5001
1878,21645.8002
1879,6959.15
1880,17499.5498
1881,11973.5001
1882,9185
1883,6866.4
1884,23802.5
1885,11438.4
1886,4323.4
1887,28477.4115
1888,6873.8001
1889,17652.5
1890,12405.1
1891,48225.4
1892,6379.2501
1893,5258.7501
1894,7361.5
1895,23258.7499
1896,15179.8001
1897,11925.0499
1898,19090.7501
1899,10465.8501
1900,23287.2501
1901,3732.2499
1902,14758.6999
1903,21443.3501
1904,8131.8501
1905,20688.9998
1906,17797.2502
1907,16814.7498
1908,11241.1999
1909,16381.2501
1910,6461
1911,12801.55
1912,12798.9501
1913,12754.75
1914,12220.25
1915,7451.4
1916,4642.4
1917,13196.2501
1918,21859.2501
1919,8851.4
1920,7741.8
1921,14568.4
1922,9120
1923,29930.4501
1924,75819.3368
1925,6984.3999
1926,5765.4
1927,11286
1928,18766.5999
1929,3754.4
1930,9427.6501
1931,6662.3999
1932,10262.7499
1933,19561.7501
1934,19098.2501
1935,2215
1936,17768.7499
1937,3885
1938,6063.8499
1939,8901
1940,5252.25
1941,1698
1942,17660.0999
1943,5245
1944,4048.4
1945,9720.7502
1946,10688.9
1947,8224.0001
1948,20701.5
1949,9708.8501
1950,15360.3368
1951,2410.5001
1952,18987.8
1953,7875.1999
1954,6560.4
1955,41496.5101
1956,17171.4999
1957,5890.2501
1958,4503.4999
1959,4313.5
1960,14437.25
1961,2291.25
1962,10647.2001
1963,18317.9999
1964,29280.9
1965,14083.75
1966,7157.4
1967,3031
1968,7672.0499
1969,8802.4
1970,6973.4
1971,21359.3368
1972,38534.2499
1973,25142.2499
1974,15034.55
1975,17215.65
1976,5379
1977,50785.8247
1978,16402.1366
1979,7645.8
1980,8663.8
1981,4238
1982,8004
1983,5932.5001
1984,13343.7501
1985,10012.9999
1986,25520.25
1987,8214.6667
1988,16721.1667
1989,60299.3333
1990,5422.3
1991,6426.7667
1992,2204
1993,3108
1994,34632.5333
1995,4507.9333
1996,10761.6667
1997,2195.9333
1998,8599.5001
1999,12741.8912
2000,3811.9333
2001,7927.9999
2002,7421.0334
2003,7109.3333
2004,5502
2005,2417.6667
2006,6189.8667
2007,8509.6999
2008,7524.8333
2009,18261.6
2010,4002.2667
2011,6118.5667
2012,6777.6
2013,10593.5
2014,14056.6667
2015,7161.0001
2016,3076.2667
2017,5950.6667
2018,9662.5335
2019,5278.5333
2020,14811.2245
2021,4004.1
2022,8483.3333
2023,4835.6667
2024,3960.9999
2025,10666.8333
2026,3747.3667
2027,3961.5
2028,4312.3334
2029,16365.5577
2030,6876.9334
2031,9779.2667
2032,15418.3335
2033,15507.5577
2034,9282.2
2035,6559.6
2036,2368.6667
2037,11203.8911
2038,3555.9333
2039,3760.2667
2040,2480
2041,13766.8335
2042,5675.8333
2043,4386.1667
2044,9753.6667
2045,3882
2046,9282.6666
2047,4809.2
2048,7222.6333
2049,2982.9333
2050,9041.6
2051,6646.5001
2052,7244.6911
2053,761.9
2054,4222.6667
2055,9993
2056,6249.1667
2057,4100
2058,3775.8334
2059,12270.5666
2060,4063.6
2061,37785.9333
2062,6756.6667
2063,27516.7667
2064,10857.9667
2065,5689.2667
2066,6144.8333
2067,9135.8333
2068,1491.6
2069,2200.9333
2070,10135.8667
2071,9986.5333
2072,5122.8335
2073,14363.2
2074,4281.3333
2075,5998.7333
2076,4588.5333
2077,6103.8333
2078,13531.5333
2079,5063.8333
2080,4613.9667
2081,5325.3333
2082,10063.7245
2083,1067.1666
2084,3512.9333
2085,11823.7334
2086,8057.8334
2087,6467.6
2088,1704.6667
2089,7067.4999
2090,4372.3334
2091,2239.8333
2092,11650.6334
2093,3817.9333
2094,7542.5334
2095,3364.6667
2096,9326.5001
2097,12817.2578
2098,8617.0667
2099,3662.3333
2100,4932.1999
2101,5072.8001
2102,9672.6667
2103,5205.3333
2104,5450.1667
2105,17080.5333
2106,6947.3334
2107,3821.7333
2108,5740.6666
2109,4285.5
2110,1380
2111,8511.5333
2112,18223.2577
2113,16707.4334
2114,12263.1579
2115,3589.6001
2116,4065.3333
2117,2893
2118,8583.3333
2119,5287.2
2120,5586.5
2121,13335.8667
2122,19369.1579
2123,5800.5333
2124,2261.5333
2125,6884.7667
2126,5068.2001
2127,10304.6667
2128,3072.0001
2129,6525.1667
2130,6963.9666
2131,2737.6
2132,20567.5579
2133,2472.0001
2134,16587.8911
2135,4371.6999
2136,8422.4999
2137,17289
2138,4425.3333
2139,2559.6667
2140,9031.3333
2141,14338.3333
2142,7579.1667
2143,4948.5334
2144,6052
2145,9555.1667
2146,4171.1001
2147,7918.5333
2148,16569.5666
2149,14599.5
2150,2574.6667
2151,13716.6
2152,5897
2153,5619.0001
2154,6581.5001
2155,14772.1667
2156,2703.9333
2157,5076.8333
2158,9447.4333
2159,8618.8911
2160,13295.8001
2161,11537.8333
2162,5091.2
2163,2753.2
2164,7173.6
2165,18466.3333
2166,5417.1666
2167,7419.2333
2168,8490.3333
2169,5653.1001
2170,9291.2999
2171,8731.3666
2172,10896.8666
2173,33546.3911
2174,3772.1332
2175,11265.5
2176,35007.2743
2177,6250.2667
2178,4803.6001
2179,11105.8335
2180,13446.8333
2181,3573.6667
2182,8442.2667
2183,4708.6667
2184,8855.2667
2185,24980.8912
2186,9816.1666
2187,16065.6667
2188,5558.2245
2189,4540.2667
2190,1208
2191,9185.5001
2192,3989.3
2193,14881.6667
2194,3407.6667
2195,5081.0667
2196,21713.8334
2197,3027.3334
2198,17430.4335
2199,9179.2667
2200,2615.2667
2201,11599.7666
2202,11537.0999
2203,7213.6666
2204,4304.6001
2205,6713.6667
2206,10497.3999
2207,6894.1667
2208,1202.3333
2209,17109.9333
2210,16551.3333
2211,5249.0333
2212,37322.8333
2213,21018.9667
2214,2037.6667
2215,6228.2667
2216,7454.2999
2217,8553
2218,5376.5999
2219,6932.6667
2220,8250.6667
2221,6503.6
2222,4139.8334
2223,11978.6666
2224,15335.7912
2225,20605.3333
2226,5252.2
2227,2331.3333
2228,6152.3333
2229,11108.7155
2230,7324.3333
2231,10595.3334
2232,6005.6666
2233,2430.3333
2234,2299
2235,9009.1667
2236,6437.9667
2237,12841.5578
2238,6577.1666
2239,12751.8667
2240,2572.9001
2241,11186.6665
2242,10692.1999
2243,8848.8333
2244,1157.6667
2245,5315.2
2246,9550.8333
2247,4976.5667
2248,8896.8334
2249,8925.1667
2250,10596.4
2251,4427.1667
2252,8068.8334
2253,17463.8245
2254,9421.7666
2255,8519.8332
2256,6287.7
2257,5632.0001
2258,14653.8334
2259,8176.5667
2260,25153.2
2261,8689.7999
2262,12733.4666
2263,18403.2245
2264,4659.5001
2265,2619.0001
2266,3168.6667
2267,16928.8333
2268,10173.1667
2269,13392.6333
2270,19693.6665
2271,3314.9333
2272,4074.9333
2273,6831.5999
2274,8254.2666
2275,3252.6
2276,4169.2667
2277,10886.8334
2278,5230
2279,9850.8999
2280,6686.2667
2281,12622.9667
2282,8484.6666
2283,3012.8333
2284,3842.2667
2285,15492
2286,22406.6667
2287,8998.1001
2288,9477.1667
2289,2757.2667
2290,7938.6667
2291,3422.6
2292,16062.8333
2293,17144.0334
2294,16825.6667
2295,3425
2296,10599.4999
2297,6905.5
2298,4009.8334
2299,9256.8333
2300,20995.8667
2301,11564.6667
2302,31370.5666
2303,5596.0333
2304,15229.5001
2305,16296.9999
2306,2717.2667
2307,14949
2308,23074.5578
2309,12574.1
2310,13147.6666
2311,8790.6667
2312,3335.2667
2313,5865.9333
2314,6733.5
2315,2176.2667
2316,2254.3334
2317,6921.1667
2318,4963.2
2319,4090.3332
2320,8509.1666
2321,5183.6
2322,12432.1
2323,27162.3333
2324,6416.6333
2325,12155.1667
2326,10307.5333
2327,3845.2
2328,11966.1668
2329,8917.2999
2330,1743.6
2331,6752.2
2332,5528.1667
2333,9636.2999
2334,8270.3333
2335,60499.3912
2336,6050.5333
2337,10036.9667
2338,14127.1667
2339,12128.4333
2340,16611.3333
2341,3684.3333
2342,8098.2
2343,5697.6667
2344,3001.6
2345,12828.5579
2346,9193.8333
2347,8508.5
2348,14354.8333
2349,2168.6
2350,18223.3667
2351,22034.5245
2352,2379.6667
2353,6740.5001
2354,4526.6667
2355,12832.3333
2356,7630.3333
2357,12322.6666
2358,6514.8333
2359,11830.9999
2360,6175.5333
2361,3162.0999
2362,2303
2363,6089.2
2364,1284.3333
2365,3890
2366,6731.9999
2367,5245.9999
2368,11618.3334
2369,11194.8667
2370,14327.6666
2371,10958.1666
2372,13565.4998
2373,14706.8911
2374,10453.8667
2375,3721.9333
2376,4656.1
2377,12138.3333
2378,2656.3333
2379,9794.4667
2380,6147.3333
2381,3293.9333
2382,3792.4333
2383,5990.6667
2384,3478.0001
2385,13406.8245
2386,12639.4667
2387,4861.1667
2388,3562.4333
2389,3815.1334
2390,11908.1333
2391,10106.5001
2392,5725.3
2393,4900.9333
2394,11740.1821
2395,5809.9999
2396,9616.6
2397,24616.2001
2398,4259.4334
2399,5641.9999
2400,6663.3333
2401,8701.8667
2402,3618
2403,5914.8334
2404,10031.3333
2405,3446.1333
2406,12519
2407,11408.5
2408,3064.3999
2409,5160.8334
2410,2861.3333
2411,12688.1667
2412,4113.5001
2413,4786.8999
2414,3579.1333
2415,6418.9667
2416,17825.4999
2417,3567.8999
2418,2287.3333
2419,3261.9333
2420,10920.4333
2421,3175.3333
2422,6088.3334
2423,8549.9333
2424,11405.6667
2425,6807.6667
2426,14022.5
2427,20440.7001
2428,7014.5334
2429,9941.9333
2430,17001.3334
2431,6423.6667
2432,2122.3333
2433,6669.8334
2434,5015.6667
2435,3676.9333
2436,6959.9333
2437,9308.0001
2438,4048.5
2439,15095.6667
2440,4586.5001
2441,6641.7001
2442,4445.9667
2443,3999.2667
2444,11887.0245
2445,10622.2
2446,10410.3333
2447,49045.1667
2448,9658.7
2449,2086.2667
2450,2430.9334
2451,6559.2667
2452,8044.5
2453,11571.9667
2454,8287.0001
2455,6806.6001
2456,4993.4789
2457,4522.3666
2458,3826.35
2459,4497.3333
2460,3854.75
2461,3436.8334
2462,2688.6166
2463,862.6667
2464,18333.2823
2465,10432.2667
2466,2852.3333
2467,2236.0833
2468,3032.1667
2469,1660.8
2470,3797.0833
2471,3730.25
2472,2606.1333
2473,1012.05
2474,3455.9333
2475,2697.1667
2476,6059.3
2477,9288.0834
2478,2392.4167
2479,4415.4167
2480,4308.3334
2481,2492.1334
2482,1606.4667
2483,1862.3834
2484,5637.4167
2485,6277.7166
2486,2777.0833
2487,9010.9166
2488,4133.4333
2489,3173.1333
2490,1373.2667
2491,3698.35
2492,8888.5
2493,1040.4667
2494,989.6667
2495,4982.6667
2496,1271.6
2497,895.8
2498,10255.1955
2499,4205.5667
2500,1587.4667
2501,2298.1333
2502,11043.0833
2503,6242.4001
2504,5076.9333
2505,2383.5
2506,3109.0833
2507,6456.2333
2508,1197.4667
2509,4564.1667
2510,3722.8333
2511,1599.3333
2512,3622.9166
2513,1626.8666
2514,6615.8333
2515,14159.3333
2516,11235.3333
2517,4770.4167
2518,3906.0833
2519,3189.0167
2520,5259.3333
2521,3995.4166
2522,4374.9833
2523,1330.4667
2524,3307.75
2525,3716.1667
2526,2732.3333
2527,4214.3334
2528,3599.1334
2529,3741.3333
2530,1206.5
2531,9297.2
2532,2563.1667
2533,7105.8833
2534,292.9167
2535,6036.9833
2536,1763.8
2537,3209.6666
2538,1057.4667
2539,13319.1956
2540,1161.75
2541,10669.4456
2542,3044.6
2543,1646.6667
2544,1106.6667
2545,1802.3
2546,4788.85
2547,2153.6667
2548,435.6667
2549,5169.6122
2550,5028.5
2551,2106.7501
2552,1735.0834
2553,1969.8
2554,5679.6289
2555,2171.3334
2556,6792.5834
2557,4460.4167
2558,8883.6667
2559,2600.7333
2560,3118.6667
2561,7040.2167
2562,2542.2833
2563,6660.4833
2564,5153.7789
2565,4792.2333
2566,4997.1333
2567,11231.5827
2568,2942.6
2569,2374.9333
2570,4164.8167
2571,3072.0833
2572,3721
2573,2968.1333
2574,7449.9289
2575,7320.7501
2576,3638.6
2577,978.9667
2578,4176.6167
2579,3334.9333
2580,1220.0833
2581,10257.779
2582,5140.3334
2583,11929
2584,2767.75
2585,2401.4167
2586,2573.5
2587,5916.6834
2588,3437.4166
2589,11859.9333
2590,3175
2591,5901.3334
2592,2721.1833
2593,3242.75
2594,2856.4167
2595,2249.25
2596,6059.9667
2597,5301.4667
2598,4194.1333
2599,1956.7667
2600,2733.9334
2601,2204.2666
2602,4746.9456
2603,664.3333
2604,2090
2605,3364.0666
2606,2677.9333
2607,2576.1167
2608,2800.55
2609,2723.3
2610,2477.3333
2611,7705.7334
2612,9674.3333
2613,5610.9833
2614,4200.7333
2615,2070.9167
2616,2010
2617,5099.95
2618,3972.5334
2619,10159.0499
2620,5938.4
2621,1274.6
2622,21499.35
2623,2144.1667
2624,5270.2167
2625,1604.6667
2626,773.4167
2627,5354.5833
2628,673.3333
2629,6869.9666
2630,3755.5
2631,11910.2334
2632,3113.3333
2633,1000.3333
2634,2592.6667
2635,3898.5
2636,4537.6333
2637,3390.25
2638,1361
2639,2726.3
2640,14523.4416
2641,2347.6334
2642,3672.6667
2643,3014.4333
2644,5482.8123
2645,5779.5167
2646,9986.4166
2647,7258.5
2648,3474.55
2649,11163.5834
2650,3780.1167
2651,2374.6
2652,9047.05
2653,6935.4999
2654,35460.6156
2655,5164
2656,3041.4167
2657,3938.4666
2658,5418.75
2659,4068.5
2660,10341.1666
2661,3772.3333
2662,1497
2663,3147.4667
2664,1327.6
2665,6200.3789
2666,6385.9167
2667,17884.6911
2668,13459.6956
2669,3545.4167
2670,1794.6667
2671,2459.3334
2672,3188.6
2673,2491.4667
2674,3803.5
2675,9496.85
2676,4429
2677,909.5
2678,7848.7166
2679,2218.9166
2680,3674.6667
2681,2758.6
2682,1816.2333
2683,3474.8167
2684,823.1333
2685,4060.9667
2686,3243.1333
2687,1061.5
2688,27101.9667
2689,2952.5
2690,1354.9333
2691,43915.3583
2692,791.8
2693,10231.2456
2694,2999.4833
2695,1735
2696,2452.6167
2697,3011.6
2698,2802.8333
2699,2556.2167
2700,4443.9167
2701,3375.5
2702,2138.5834
2703,3630.9
2704,2007.25
2705,2620.6
2706,2097.0834
2707,762.4667
2708,3201.3122
2709,2487.3333
2710,7924.5833
2711,6920.8333
2712,6524.0834
2713,3408.1333
2714,1129.2
2715,5096.5
2716,2383.25
2717,1522.0667
2718,2774.0833
2719,3042.5834
2720,16219.9455
2721,3325.2666
2722,1342.1666
2723,1310.5833
2724,4182.9667
2725,3020.2666
2726,2951.9167
2727,1183.3333
2728,3715.4667
2729,3712
2730,1124.6667
2731,10268.1166
2732,3465.8334
2733,2082.5
2734,9767.3333
2735,2677.6667
2736,4832.0167
2737,3386.7667
2738,12504.1034
2739,4465.6667
2740,1198
2741,3881.6667
2742,3079.0166
2743,2763.9667
2744,2868.8333
2745,12848.9167
2746,4315.7167
2747,8026.1667
2748,9494
2749,9279.0667
2750,787.75
2751,2768.6666
2752,6413.6667
2753,4312.8333
2754,3463.3333
2755,7236.6667
2756,1952.8
2757,4142.7833
2758,5380.2622
2759,3625.4167
2760,1778.0834
2761,3467.6667
2762,4840.5833
2763,3239.1667
2764,2116.2667
2765,4659.4667
2766,6567.8333
2767,2604.8333
2768,6109.5
2769,2658.9333
2770,7310.6
2771,4798.1666
2772,5941.9167
2773,1227.7
2774,2057.75
2775,7289.5667
2776,2752.25
2777,9516.8333
2778,2097.1667
2779,2347.4167
2780,4546.9833
2781,4804.9333
2782,7557.0834
2783,3494.9167
2784,13750.1666
2785,2408.9667
2786,2079.0667
2787,3350.75
2788,7275
2789,5080.0833
2790,10512.4168
2791,31776.3623
2792,4318.0834
2793,2284.4667
2794,3309.5999
2795,1494.7167
2796,1097.4667
2797,2639.1333
2798,4177.25
2799,6006.2667
2800,5018.1123
2801,1543.5667
2802,1532.25
2803,3911.6
2804,11376.4667
2805,4276.1833
2806,7353.7789
2807,6527.6
2808,3491.3166
2809,7440.8334
2810,605
2811,5267.6667
2812,4249.1333
2813,13849.8334
2814,3219.5001
2815,3813.8
2816,8711.9456
2817,1557.4667
2818,7798.3333
2819,3660.2667
2820,5367.1667
2821,6877.3956
2822,4274.1334
2823,1615.3333
2824,7888.1833
2825,3945.5
2826,2481.6
2827,2349.6666
2828,1749.3333
2829,4698.7333
2830,7377.75
2831,3353.8333
2832,11018.7789
2833,30
2834,3266.9333
2835,1846.1333
2836,3884.9167
2837,3671.3333
2838,6212.3333
2839,981.6
2840,2522.8333
2841,13800.6667
2842,5699.5289
2843,3253.75
2844,1764.9333
2845,5175.0834
2846,3014.1666
2847,5260.0501
2848,1045
2849,7557.7667
2850,7424.6667
2851,7464.4667
2852,6147.1666
2853,5945.3834
2854,3131
2855,19569.8334
2856,2565.05
2857,3719.4
2858,2561.75
2859,6821.1333
2860,7614.8333
2861,6511.2456
2862,4238.6333
2863,4430.8333
2864,359
2865,8178.6833
2866,1999.8333
2867,4389.5167
2868,1632.4167
2869,9688.8622
2870,3497.6833
2871,10376.5289
2872,3227.6667
2873,3807.5834
2874,2463.8833
2875,9960.3333
2876,6541.1333
2877,2407.1333
2878,24405.6
2879,2766.25
2880,9938.5833
2881,4252.9333
2882,2981.8333
2883,1876.75
2884,2623.4167
2885,1484.4667
2886,2187.4167
2887,2981.4167
2888,3390.75
2889,7459.3333
2890,3195.5
2891,3236.8833
2892,4809.4667
2893,2604.8333
2894,10373.2667
2895,6789.1667
2896,1977.5333
2897,7681.15
2898,4636.4455
2899,1514
2900,5802.6333
2901,7039
2902,2872.3
2903,1020
2904,5070.9666
2905,550.6667
2906,7076.4167
2907,2809.2167
2908,4187.75
2909,5545.8333
2910,3932.8334
2911,305363.4667
2912,3035.6666
2913,2330.0334
2914,6014.2667
2915,5595.6667
2916,2040.45
2917,6127.15
2918,6335.7834
2919,3512.0667
2920,2377.9
2921,7695.9833
2922,389.1667
2923,14173.4167
2924,2002.4667
2925,2746.4167
2926,5620.0833
2927,1773.3167
2928,2201.85
2929,3081.1667
2930,2161.0667
2931,4355.0833
2932,2010.9333
2933,4999.5167
2934,6298.8834
2935,3154.4833
2936,4961.6333
2937,3959.6667
2938,5503.0001
2939,4306.3334
2940,2265.8333
2941,8243.1667
2942,2391.1666
2943,4039
2944,2066
2945,2995.7834
2946,4227.5
2947,10266.3333
2948,3267.4333
2949,3074.75
2950,1328.8
2951,4592.1667
2952,4484.4167
2953,2937.9333
2954,4057.8334
2955,3701.9666
2956,5446.4167
2957,5875.9333
2958,8223.5
2959,39736.3867
2960,11582.5001
2961,5790.4
2962,6937.4
2963,6773.5002
2964,10221.9001
2965,19887.7499
2966,10169.2
2967,5629.8
2968,42667.9101
2969,27369.1
2970,13704.2501
2971,6420
2972,8890.25
2973,4829.4
2974,9939.75
2975,10392.0501
2976,5529.7999
2977,13672.25
2978,11406.0501
2979,30077.9868
2980,10583.1501
2981,13259.75
2982,4609.7501
2983,3452.3
2984,16826.25
2985,18680
2986,10977.55
2987,60507.0868
2988,6076.3
2989,10847.2501
2990,5714.4
2991,11052.7501
2992,14859.1499
2993,10377.2501
2994,8535.2501
2995,19762.5501
2996,9462
2997,24110.7501
2998,6535.5001
2999,16397.4999
3000,4653.5001
3001,5742.0499
3002,11048.9999
3003,7564.9499
3004,39030.8101
3005,7573.2
3006,26673.65
3007,10284.9001
3008,10111.8
3009,20226.8366
3010,13579.3368
3011,9002.3001
3012,5647.75
3013,22981.55
3014,21713.2499
3015,5745.75
3016,5261.2001
3017,9955.0501
3018,5140.4
3019,15146.0001
3020,6750.9499
3021,5871.8
3022,8752.25
3023,11127.0001
3024,16382.0001
3025,10690.65
3026,8461
3027,35668.7368
3028,7005.2501
3029,38824.0001
3030,29751.6501
3031,5914.75
3032,16914.8
3033,27511
3034,5370.8499
3035,10019.5
3036,16590.75
3037,12159.6501
3038,5920.2501
3039,8782.4501
3040,2694
3041,12930.0001
3042,2973.5499
3043,10940.4
3044,4075.75
3045,6333.4
3046,21448.4
3047,54025.3102
3048,30398.3998
3049,17257.75
3050,14794.5501
3051,2784.85
3052,4131.0001
3053,2364.4
3054,22480.5
3055,15604.7001
3056,7767.4
3057,5542.9501
3058,12123.1
3059,6537.75
3060,9128
3061,11698.35
3062,406.6001
3063,14940.15
3064,32249.7
3065,61157.3
3066,7197.8
3067,11309.1501
3068,5308.75
3069,6110.25
3070,5987.2501
3071,11150.4
3072,7379.4
3073,4680.4
3074,1668
3075,7216
3076,16113
3077,16004.75
3078,30856.5
3079,11167.4001
3080,13028.7501
3081,8002.3999
3082,7477.4
3083,27033.3501
3084,4497.6
3085,10784.25
3086,13256.7499
3087,29697.75
3088,15536.7499
3089,12063.2
3090,7278.4
3091,2683.4
3092,46803.8001
3093,8288.25
3094,4994
3095,21998.7499
3096,15572.5
3097,17234.7499
3098,13006.8001
3099,22319.95
3100,14450.7498
3101,28376.2501
3102,20660.2501
3103,1581.2499
3104,40157.8
3105,7220.7499
3106,11925.4
3107,9684.4
3108,47054.95
3109,17444.8
3110,23841.5
3111,16173.9001
3112,13514.2501
3113,5433.4
3114,12753.6501
3115,13540.1501
3116,15341.7501
3117,6764.8
3118,32512.5
3119,4049.4499
3120,5717.4
3121,20046.7501
3122,3440.4
3123,5795.4
3124,5961.4
3125,15146.25
3126,9671.75
3127,5570
3128,1887
3129,16527.8
3130,2913.8499
3131,24365.8368
3132,18206
3133,14117.5498
3134,13655.7499
3135,37364.25
3136,14404.2498
3137,17784.75
3138,52902.2602
3139,6795.4
3140,9864.05
