"UrbanRural","TotalIncomeLastYear","Race","TotalExpLastQ","log_TotalIncome","log_TotalExp","Rural"
1,98600,1,5972.1667,11.4988265405907,8.69486507186629,0
1,24360,1,5854.5,10.1006977218238,8.67496587528878,0
1,80200,1,5506.6666,11.2922787938546,8.61371474630032,0
1,150500,1,8968.8912,11.9217183631711,9.10151733537211,0
1,130000,1,10092.8333,11.7752897294377,9.21958087670496,0
1,32836,1,5520.2667,10.3992807534682,8.61618145332139,0
1,1660,1,2110,7.41457288135059,7.65444322647011,0
1,111808,1,18065.7368,11.6245383934937,9.80177242880039,0
1,6204,1,1048.3333,8.73294952429643,6.95495684866993,0
1,106000,1,12749.25,11.5711943730942,9.45322772532699,0
1,183000,4,7093.0166,12.1172414318236,8.86686600153489,0
1,5010,1,16376.4,8.51919119407891,9.70359655303207,0
1,21528,6,9068.7001,9.97710969240674,9.11258421420523,0
1,33143,1,2842.25,10.4085868119287,7.95235127100922,0
1,100800,1,16928.4998,11.5208936346194,9.73675385926943,0
1,105000,1,8186.8334,11.5617156291397,9.01028245983509,0
1,100001,1,23244.1001,11.5129354649202,10.0538066196734,0
1,62150,6,25096.85,11.0373060969389,10.1304976192364,0
1,20712,5,3422.8333,9.93846852143137,8.13822393737352,0
1,157200,1,9457.2,11.9652741589772,9.1545316351476,0
1,62000,1,10761.6667,11.0348896640272,9.28374571948987,0
1,100000,1,12754.75,11.5129254649702,9.45365903022702,0
1,25082,1,2103.8333,10.129905736384,7.65151634068071,0
1,45164,1,6681.9001,10.7180555883004,8.80715767219135,0
1,8400,1,2381.6,9.03598698483141,7.77552780970157,0
1,61000,1,10814.25,11.0186291431554,9.28861998785487,0
1,40000,1,4369,10.5966347330961,8.38228942895144,0
1,62712,2,6520.9332,11.0463080958686,8.7827727735131,0
1,45000,1,3668.2501,10.7144177687525,8.20747001534853,0
1,100000,1,13595.7999,11.5129254649702,9.51751619314371,0
1,29076,2,1764.9333,10.2776683706045,7.47586817828505,0
1,40000,4,13166.9999,10.5966347330961,9.4854689707616,0
1,94200,1,14568.4,11.4531754605645,9.58661007847146,0
1,8268,1,2479.4,9.02014792080166,7.81577187440405,0
1,126000,1,5929.4499,11.7440371859336,8.68768672209013,0
1,24000,1,8569.4001,10.0858091093301,9.05595300914171,0
1,68000,1,3476.9166,11.1272629841582,8.15390114552519,0
1,148808,1,19771.4,11.9104121633768,9.89199172802264,0
1,64132,1,7148.4001,11.0686987383087,8.87464384841179,0
1,24500,1,5080.05,10.1064283965328,8.53307638304378,0
1,44512,1,15129.6001,10.7035140947232,9.62440837550118,0
1,10000,1,2291.25,9.21034037197618,7.73685279915391,0
1,94200,1,9133.1667,11.4531754605645,9.11966775901607,0
1,37344,1,2200.9333,10.5279275350863,7.69663677666019,0
1,33186,1,17444.8,10.4098833792227,9.76679688895212,0
1,91100,1,4456.75,11.4197130832481,8.40217507983197,0
1,31810,1,39030.8101,10.3675359847432,10.5721066157881,0
1,65000,2,7611.2501,11.0821425488778,8.93738270806123,0
2,72010,2,7628.5,11.1845602772429,8.93964651255326,1
1,29616,1,5137.8,10.2960700348133,8.5443802512602,0
1,52000,1,10688.9,10.8589989975636,9.27696109881808,0
1,136250,1,4027,11.8222467125255,8.30077696085145,0
1,33034,1,5717.4,10.405292613081,8.6512694355822,0
2,47016,1,10872.7579,10.7582432482925,9.29401566458596,1
1,70612,1,13540.1501,11.1649553807092,9.5134146320769,0
1,11232,1,5542.9501,9.32652212626559,8.62028214703398,0
1,25000,2,3557.2501,10.1266311038503,8.1767430815374,0
1,461103,1,11688.6666,13.0413767243545,9.36637498465843,0
1,130112,2,12127.3333,11.776150896988,9.40321713440544,0
2,14376,1,5928.6667,9.5733154284634,8.68755462691388,1
1,30000,1,9012,10.3089526606443,9.10631230155214,0
1,90000,4,25520.25,11.4075649493124,10.147227533649,0
1,89000,1,15389.2002,11.3963916487143,9.64142125667158,0
1,92000,1,17023.4001,11.4295438560312,9.74234415303364,0
1,413302,1,16133.85,12.931933839588,9.68867482831722,0
1,60000,1,10262.7499,11.0020998412042,9.23627610425592,0
1,57879,1,52902.2602,10.9661099034711,10.8762013428316,0
1,66000,1,12702.25,11.0974100210086,9.44953442210909,0
1,39562,2,8806.5001,10.585624340576,9.0832453755276,0
1,147706,1,8755.6669,11.9029790905786,9.07745641543397,0
1,153000,1,10243.5001,11.9381932003746,9.23439864683154,0
1,27000,4,5389.5001,10.2035921449865,8.59220791377628,0
1,43000,1,5862.2001,10.6689553946757,8.67628025579572,0
1,60408,2,4431.8001,11.0088768254833,8.3965611236193,0
1,24100,2,7191.9501,10.0899671194787,8.88071763786265,0
1,17208,1,3293.9333,9.75312967094757,8.09983766159511,0
1,74875,1,14337.2499,11.2235753354178,9.57061631751914,0
2,28475,1,3811.9333,10.2567817883154,8.24589176724431,1
1,36223,1,4323.6,10.4974495551747,8.37184366754205,0
1,57000,1,3807.55,10.9508065468167,8.24474121665946,0
1,60250,1,6818.0333,11.0062578513529,8.82732633681617,0
1,16716,1,6065,9.72412162356781,8.71028982137815,0
1,10530,1,753.6667,9.26198360512802,6.62495022783808,0
1,25000,1,27843.8334,10.1266311038503,10.2343667989349,0
1,43000,1,5160.8334,10.6689553946757,8.54885335706192,0
1,17000,2,17660.0999,9.74096862303835,9.77906313099359,0
1,3216,1,2664.2667,8.07589363029886,7.88768413926196,0
1,26520,4,8350.3333,10.1856544442998,9.03005673321594,0
1,3216,1,2485.6,8.07589363029886,7.81826935807884,0
1,200000,1,24089.6667,12.2060726455302,10.0895382598968,0
1,134000,1,22739.5335,11.805595078933,10.0318602525822,0
1,3216,1,4957.8667,8.07589363029886,8.50873082639264,0
1,84108,1,15862.0333,11.3398569662883,9.67168368999801,0
1,38816,1,9864.05,10.5665878117438,9.19665211376888,0
1,28000,1,6897.2501,10.2399597891573,8.8388780749168,0
1,61568,1,13771.8,11.0278975340254,9.53037830213397,0
2,28560,1,6662.3999,10.2597624164535,8.80423504397099,1
1,75000,1,5167.4456,11.2252433925184,8.55013376416621,0
1,85000,1,13177.7501,11.3504065354725,9.48628508787007,0
1,86000,1,13153.4999,11.3621025752356,9.48444315428498,0
1,35000,1,9120.2502,10.4631033404715,9.11825251690259,0
1,4296,1,5706.9333,8.3654396361887,8.64943708306697,0
1,82700,1,18950.0001,11.3229748810118,9.84955921578762,0
1,60000,1,8483.3333,11.0020998412042,9.04585872938129,0
1,58000,1,5349.75,10.9681982895286,8.58480510982626,0
1,67368,1,14276.9334,11.1179254067098,9.56640046493278,0
1,25500,4,2218.9166,10.1464337311465,7.70477433772876,0
1,75000,4,11484.5001,11.2252433925184,9.3487535878372,0
1,102773,1,7832.4167,11.5402779515913,8.96602638759584,0
1,70000,1,10455.4244,11.1562505210315,9.25487620405655,0
1,2100,1,1904.4167,7.64969262371151,7.55193104644806,0
1,3310,1,5087.9333,8.10470346837111,8.5346269956573,0
1,12000,2,2084.9,9.39266192877014,7.64247617145201,0
2,7000,1,3734.5999,8.85366542803745,8.22539597000835,1
1,59016,1,6768.85,10.9855638725641,8.82008648441672,0
1,130000,2,17450.7499,11.7752897294377,9.76713790091924,0
1,22404,2,3463.2001,10.0169947933297,8.1499483250028,0
1,3216,1,3997.8,8.07589363029886,8.29349948879655,0
1,11835,6,1612.25,9.37881652194808,7.38538599789049,0
1,111664,1,10254.3333,11.6232496412569,9.23545565620392,0
1,100000,1,2318.0667,11.5129254649702,7.74848879829158,0
1,34000,1,2609.2666,10.4341158035983,7.86682446466134,0
1,22000,1,8890.25,9.99879773234045,9.09271044959736,0
1,70540,1,17381.95,11.16393520379,9.76318759045432,0
1,50000,1,19081.25,10.8197782844103,9.85646145648319,0
1,21766,1,4680.4,9.98810439825601,8.4511388553448,0
1,95080,1,27511,11.4624739214741,10.222341203676,0
1,328386,1,38534.2499,12.7019450247138,10.5593027326016,0
1,14364,1,1860.4667,9.57248035534597,7.52858264921209,0
1,21788,1,3879.0333,9.98911463850357,8.26334125208989,0
2,40000,1,5947.6667,10.5966347330961,8.69075427036776,1
1,68000,1,2721.1833,11.1272629841582,7.90882210145369,0
1,75000,1,6699.3334,11.2252433925184,8.80976330789203,0
1,151808,2,6511.2456,11.9303718434773,8.78128605330567,0
1,58700,1,8383.6,10.9801950058162,9.034032695499,0
1,89000,2,18787.3333,11.3963916487143,9.84093816110104,0
1,34400,1,5322.1334,10.4458118433615,8.57962951698824,0
1,25000,1,5786.9001,10.1266311038503,8.66335203859435,0
1,157510,1,32249.7,11.9672442272958,10.3812640198551,0
1,117209,1,6423.5,11.6717139449856,8.76771841947166,0
1,35316,1,3198.4667,10.4720913980215,8.07042681770578,0
1,35000,1,6298.8834,10.4631033404715,8.74812765857586,0
1,120000,1,14881.6667,11.6952470217642,9.6078853115231,0
2,85500,1,29477.2734,11.3562716549249,10.2913748522022,1
1,41892,1,2091.0834,10.642850156893,7.64543758385562,0
1,21600,1,6332.9998,9.98044859367226,8.75352930493582,0
1,34000,1,1324.75,10.4341158035983,7.18897904137287,0
1,86640,1,12279.6667,11.3695168816749,9.41570005963898,0
1,59000,2,3674.6667,10.9852927228879,8.20921771365645,0
1,16400,1,4901.6333,9.70503661381229,8.49732375508838,0
1,10068,1,1246.6667,9.21711735625521,7.12822862847844,0
2,55000,1,1874,10.9150884642146,7.53583046279837,1
1,116000,1,4797.1667,11.6613454700885,8.47578075178424,0
1,22000,1,1380.75,9.99879773234045,7.2303821087813,0
1,101060,4,56852.5001,11.5234696788459,10.9482154753445,0
1,29000,1,2951.5834,10.2750511089686,7.99009705110009,0
1,90050,1,6905.5,11.4081203506041,8.84007347451798,0
1,45000,1,12010.7501,10.7144177687525,9.39355736941014,0
1,24000,1,2010,10.0858091093301,7.60589000105312,0
1,2000,1,1891.9501,7.60090245954208,7.54536337505683,0
1,52000,1,2592.6667,10.8589989975636,7.86044223890436,0
1,69000,1,5080.85,11.1418617835794,8.53323384941027,0
1,25000,1,4811.1667,10.1266311038503,8.47869489086013,0
1,22050,1,3603.2667,10.001067880875,8.18959612965725,0
1,54600,1,21499.35,10.907789161733,9.9757779811006,0
1,55000,1,13978.5498,10.9150884642146,9.54527927650149,0
1,15408,1,3180.9,9.64264213403791,8.06491945459986,0
1,83300,1,5936.4167,11.3302038281549,8.68886098117046,0
1,23650,1,1623.1333,10.0711183939201,7.39211369599654,0
1,30000,1,19995.5,10.3089526606443,9.90326252721983,0
1,17000,4,4026.55,9.74096862303835,8.30066520889102,0
1,35092,1,6059.9667,10.4657284632483,8.70945958399876,0
1,33476,1,5450.1667,10.4185840431528,8.60340147434547,0
1,20196,1,2323.1333,9.91323984397881,7.75067211381888,0
1,3216,1,3334.9333,8.07589363029886,8.11220795814972,0
1,29016,1,12587.4,10.2756026809627,9.44045159260599,0
1,34731,1,4498.8333,10.4553879388738,8.41157337547633,0
1,29376,1,9350.3,10.2879332934202,9.1431637073295,0
1,60000,1,7039,11.0020998412042,8.85922139360813,0
1,13780,1,4285.5,9.53097354456765,8.36299251033894,0
1,18960,1,2828,9.85008677580901,7.94732502701646,0
1,9588,1,7225,9.16826759555427,8.88530251298063,0
1,11820,1,1198.3333,9.37754829096009,7.08868695367063,0
1,140000,1,14404.9999,11.8493977015914,9.5753306405766,0
1,40000,1,7448.4,10.5966347330961,8.91575452320761,0
1,36914,1,2465.3334,10.5163461618672,7.81008233088055,0
1,11504,1,3732.2499,9.35045007996083,8.22476652114021,0
1,95000,1,5694,11.4616321705827,8.64716826783798,0
1,132000,1,14453.3333,11.7905572015685,9.57868034513914,0
1,17208,1,1263.8,9.75312967094757,7.14187833433935,0
1,32926,1,3770.2,10.402017898208,8.23488332943281,0
1,106421,2,8027,11.5751582048361,8.99056613813158,0
1,65000,1,9499.2501,11.0821425488778,9.15896813763085,0
1,78000,3,10726.9999,11.2644641056717,9.28051919727516,0
1,65010,1,10343.4,11.0822963831985,9.24410391412899,0
1,151978,1,6127.8999,11.9314910525109,8.72060737643062,0
1,36550,1,2772.5,10.5064364651779,7.92750471922452,0
1,494245,1,28160.5579,13.1107866246438,10.2456776218655,0
1,86000,1,11718.6666,11.3621025752356,9.3689382853275,0
1,42760,1,7432,10.663358365139,8.91355028049368,0
1,100000,1,5368,11.5129254649702,8.58821067865152,0
1,98000,4,29739.9998,11.4927227576527,10.3002482132892,0
1,195000,1,42631.0866,12.1807548375459,10.6603389985266,0
1,29152,2,2149.8,10.2802788000597,7.67313009353896,0
1,10048,1,6866.4,9.21512888870798,8.83439523040401,0
1,59000,1,49045.1667,10.9852927228879,10.800496921912,0
1,75000,2,7691.4,11.2252433925184,8.94785810054614,0
1,97000,1,5903.8334,11.4824662574855,8.68335714772499,0
1,37236,1,12017.8,10.5250313142364,9.39414416305129,0
1,208600,1,23055.8001,12.2481738215488,10.0456726480074,0
1,105116,1,2912.2667,11.5628197812441,7.97668699166125,0
1,108048,1,5259.2499,11.5903308518146,8.56774369100002,0
1,43000,1,2421.8334,10.6689553946757,7.79228013562,0
1,124000,1,7394.4999,11.7280368445872,8.90849174608326,0
1,19597,1,9904.6667,9.88313177227905,9.20076130889461,0
1,1400,1,978.7,7.24422751560335,6.88622516043177,0
1,17367,1,1484.4667,9.76232713274711,7.302810862157,0
1,35664,1,10031.5001,10.4818970556256,9.21348543108885,0
1,16728,1,1802.3,9.72483924110847,7.49681890599876,0
1,56120,1,12293.8001,10.9352475342164,9.41685035737055,0
1,733,1,1764,6.59714570188665,7.47533923656674,0
1,2903,1,9282.2,7.97349996402463,9.13585386664936,0
1,58000,1,6146.7667,10.9681982895286,8.72368148271352,0
1,110250,4,24110.7501,11.6105057933091,10.0904130822632,0
1,1600,1,1018.5001,7.37775890822787,6.92608633385046,0
1,60000,2,9282.6666,11.0020998412042,9.13590413364132,0
1,15000,1,4131.0001,9.61580548008435,8.32627481160398,0
1,102200,1,19887.7499,11.5346869567517,9.89785923824906,0
1,22284,2,5527.8,10.0116242111407,8.61754518534294,0
2,49830,1,9011.5,10.8163724912754,9.10625681843286,1
1,612826,1,50502.1245,13.3258363247069,10.8297706836855,0
1,64423,1,9576.4,11.0732259911893,9.16705701745982,0
1,74000,1,11470.7501,11.2118203721863,9.34755560467216,0
1,35000,2,2583.75,10.4631033404715,7.85699711099598,0
1,23028,2,1841.4167,10.0444661457957,7.51829049999911,0
1,33612,1,7127.8,10.4226384250481,8.87175791039561,0
1,42252,1,2010.9333,10.6514069689431,7.60635422164428,0
1,118500,1,6521.5834,11.6826682395573,8.78287247819748,0
1,106720,1,4788.85,11.5779638611495,8.474045578073,0
1,110000,1,17104.2501,11.6082356447746,9.74708225546849,0
1,80000,1,6720.6667,11.289781913656,8.8129426399056,0
1,59000,1,2454.05,10.9852927228879,7.80549499996142,0
1,48808,1,3054.3,10.7956495128317,8.02430571278126,0
1,58018,1,6821.1333,10.9685085862091,8.82778091005283,0
1,109400,1,26502.4001,11.60276616897,10.1849905776844,0
1,60780,1,12534.7499,11.0150160664708,9.43626005825932,0
1,56000,1,3068.55,10.9331069697173,8.02896041630288,0
1,11958,1,4713.9,9.38915578944085,8.4582708698642,0
1,2479,1,4787.4,7.81561053203519,8.47374274554229,0
1,49062,4,9198.4333,10.80084008339,9.12678845505729,0
1,47200,1,20036.05,10.7621491715736,9.90528842998248,0
1,108800,1,12826.6001,11.597266613404,9.45927642638913,0
1,28200,2,8431.5499,10.2470772569262,9.03973588937536,0
1,134000,1,15422.4999,11.805595078933,9.64358275459976,0
1,158875,1,29583.05,11.9758730084918,10.2949568411589,0
1,143476,1,14068.75,11.8739230528076,9.55171130465504,0
2,30000,1,7725.8333,10.3089526606443,8.9523249664985,1
1,73200,5,13006.8001,11.2009506999494,9.47322758429799,0
1,18936,1,1359.9333,9.84882015119382,7.21519093340975,0
1,34000,1,9145.9001,10.4341158035983,9.12106098135056,0
1,25680,1,2789.5667,10.1534677578039,7.9336415580949,0
1,17001,1,8369.4999,9.74102744483773,9.03234941259453,0
1,44025,1,5234.6667,10.6925129333644,8.56305845365599,0
1,107928,1,11280.9333,11.5892196171187,9.33086926099104,0
1,36771,1,4345.6667,10.5124647700093,8.37693446666515,0
1,34000,1,6396.6499,10.4341158035983,8.76352967917335,0
1,51396,1,9966.3999,10.8473156274034,9.20697470446617,0
1,43000,1,5726.8956,10.6689553946757,8.6529288827882,0
1,3936,1,4171.1001,8.27792025817214,8.33593509294997,0
1,233020,1,5749.3334,12.3588795657739,8.65683919663616,0
1,67000,1,8068.8334,11.1124478983731,8.99576419071504,0
1,100000,1,15837.5,11.5129254649702,9.67013582462939,0
1,93027,1,20975.8367,11.4406450525806,9.95112642088546,0
1,5616,1,10111.8,8.63337494570565,9.22145833771003,0
1,33000,1,10965.2501,10.4042628404486,9.3024864695294,0
1,11848,1,15151.2501,9.37991435594764,9.62583832238484,0
1,122000,1,15944.5,11.7117763237154,9.67686922116008,0
1,12600,1,9986.5333,9.44145209293957,9.20899279440124,0
1,18000,1,5249.0333,9.7981270368783,8.56579920529771,0
1,132000,1,8883.6667,11.7905572015685,9.09196966742626,0
2,12408,1,1577.3333,9.42609670485638,7.36349091529745,1
1,47000,1,8081.5,10.7579028806922,8.99733277784986,0
1,125000,1,4730.0833,11.7360690162844,8.46169809232456,0
1,97800,1,15603.4001,11.4906798560229,9.65524412461706,0
1,84373,1,4182.9667,11.3430027241902,8.33877601061682,0
1,79000,1,13915.9499,11.2772031314492,9.54079093609289,0
1,435944,1,9908.9789,12.985269073715,9.2011965846793,0
1,14500,1,2706.2502,9.58190392840867,7.9033192656538,0
1,84000,1,7596.3333,11.3385720778255,8.93542094932658,0
1,14016,1,862.6667,9.54795481317617,6.76002840559256,0
1,7740,1,17907.9333,8.95415696658377,9.79299909476156,0
1,349386,4,47182.2501,12.7639326071901,10.761773043643,0
1,134808,1,10378.4667,11.8116068228804,9.24748842904568,0
1,1600,2,429.5833,7.37775890822787,6.06281566906849,0
1,171700,1,5858.6667,12.0535040468856,8.67567733108591,0
1,43000,5,7301.4333,10.6689553946757,8.89582595032958,0
1,62000,1,4487.6667,11.0348896640272,8.40908817973889,0
1,45000,2,7187.7501,10.7144177687525,8.88013348102196,0
1,66000,1,8511.5333,11.0974100210086,9.04917738160085,0
1,38532,6,1564.25,10.5592443438775,7.35516175487847,0
1,86676,1,21804.65,11.3699323078388,9.98987852878368,0
1,112000,2,3898.5,11.6262541502772,8.26834714274965,0
1,41100,1,4696.3333,10.6237634004843,8.45453733428743,0
1,125988,1,3243.1333,11.7439419433029,8.0842952093787,0
1,131288,2,5905.05,11.7851486623595,8.68356319599612,0
1,23209,1,5264.4667,10.0522954134631,8.56873512788978,0
1,40000,6,8389.5,10.5966347330961,9.03473620292975,0
1,8600,1,1349.75,9.0595174822416,7.2076746690984,0
1,650,1,3965.2667,6.47697236288968,8.28532839536297,0
1,118000,1,19055.1,11.6784399034478,9.8550900612606,0
1,170000,1,17825.4999,12.0435537160324,9.78838528977003,0
1,9972,2,2287.3333,9.20753644464345,7.73514192017727,0
1,150000,1,35074.7245,11.9183905730784,10.4652360503425,0
1,23400,1,2185.3333,10.0604913013458,7.68952363594241,0
1,10496,1,1639.7667,9.25874951118387,7.40230925460132,0
1,39000,2,6088.3334,10.5713169251118,8.71412966151118,0
2,30516,1,13531.5333,10.3260064152101,9.51277804068628,1
1,99276,1,10229.4,11.5056591289782,9.23302120619924,0
2,18000,1,2717.6833,9.7981270368783,7.90753506842253,1
1,12164,2,4740.4,9.40623604879726,8.46387679931429,0
1,18400,1,4526.6667,9.82010594359708,8.41774111980835,0
1,37000,1,4835.6667,10.5186731916264,8.48377428876402,0
1,24140,1,3573.6667,10.0916254946515,8.18134743451562,0
1,143000,1,4214.3334,11.870599909242,8.34624670846282,0
1,33666,1,1478.9166,10.424243704979,7.29906507166852,0
1,115000,1,8096.6667,11.6526874073454,8.99920773744503,0
1,84008,1,30196.9333,11.3386673113858,10.3154956518492,0
1,60500,1,7477.6667,11.0103986440189,8.91967608380291,0
1,114857,1,9698.9333,11.6514431553239,9.17977118937227,0
